Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
8.8.8.8,10.100.16.73,53,64149,17,0,1,0,146,0,146,146,146,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,0,0,0,146,146,146,0.0,0.0,0,0,0,0,0,0,0,0,0.0,146,146,0.0,0,0,0,0,0,0,1,146,0,0,0,0,1,146,0.0,0.0,0,0,0.0,0.0,0,0
8.8.8.8,10.100.16.73,53,61877,17,0,1,0,102,0,102,102,102,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,0,0,0,102,102,102,0.0,0.0,0,0,0,0,0,0,0,0,0.0,102,102,0.0,0,0,0,0,0,0,1,102,0,0,0,0,1,102,0.0,0.0,0,0,0.0,0.0,0,0
8.8.8.8,10.100.16.73,53,56055,17,0,1,0,146,0,146,146,146,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,0,0,0,146,146,146,0.0,0.0,0,0,0,0,0,0,0,0,0.0,146,146,0.0,0,0,0,0,0,0,1,146,0,0,0,0,1,146,0.0,0.0,0,0,0.0,0.0,0,0
8.8.8.8,10.100.16.73,53,62515,17,0,1,0,146,0,146,146,146,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,0,0,0,146,146,146,0.0,0.0,0,0,0,0,0,0,0,0,0.0,146,146,0.0,0,0,0,0,0,0,1,146,0,0,0,0,1,146,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,8.8.8.8,62143,53,17,7778,1,1,70,146,70,70,70,0.0,146,146,146,0.0,27770.635125,257.13551,7778,0.0,7778,7778,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,128.567755,128.567755,70,146,108,53.740115,2888.0,0,0,0,0,0,0,0,0,1.0,108,70,146,0,0,0,0,0,0,1,70,1,146,0,0,1,70,7778,0.0,7778,7778,0.0,0.0,0,0
10.100.16.73,8.8.8.8,49873,53,17,8673,1,1,70,102,70,70,70,0.0,102,102,102,0.0,19831.661478,230.600715,8673,0.0,8673,8673,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,115.300357,115.300357,70,102,86,22.627417,512.0,0,0,0,0,0,0,0,0,1.0,86,70,102,0,0,0,0,0,0,1,70,1,102,0,0,1,70,8673,0.0,8673,8673,0.0,0.0,0,0
10.100.16.73,8.8.4.4,56632,443,17,342380,11,0,12046,0,1292,124,1095.090909,439.741164,0,0,0.0,0.0,35183.129856,32.128045,34238,75772.829289,222568,40,342380,34238,75772.829289,222568,40,0,0.0,0.0,0,0,0,0,0,0,308,0,32.128045,0.0,124,1292,1095.090909,439.741164,193372.290909,0,0,0,0,0,0,0,0,0.0,1095.090909,1095.090909,0.0,0,0,0,0,0,0,11,12046,0,0,0,0,11,124,342380,0.0,342380,342380,0.0,0.0,0,0
10.100.16.73,8.8.8.8,65147,53,17,7522,1,1,70,146,70,70,70,0.0,146,146,146,0.0,28715.767083,265.886732,7522,0.0,7522,7522,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,132.943366,132.943366,70,146,108,53.740115,2888.0,0,0,0,0,0,0,0,0,1.0,108,70,146,0,0,0,0,0,0,1,70,1,146,0,0,1,70,7522,0.0,7522,7522,0.0,0.0,0,0
10.100.16.73,8.8.4.4,56208,443,17,394812,14,0,15915,0,1292,117,1136.785714,396.071901,0,0,0.0,0.0,40310.324914,35.459915,30370.153846,78305.316382,260678,23,394812,30370.153846,78305.316382,260678,23,0,0.0,0.0,0,0,0,0,0,0,392,0,35.459915,0.0,117,1292,1136.785714,396.071901,156872.950549,0,0,0,0,0,0,0,0,0.0,1136.785714,1136.785714,0.0,0,0,0,0,0,0,14,15915,0,0,0,0,14,117,394812,0.0,394812,394812,0.0,0.0,0,0
10.100.16.73,8.8.8.8,63382,53,17,7041,1,1,70,102,70,70,70,0.0,102,102,102,0.0,24428.348246,284.050561,7041,0.0,7041,7041,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,142.02528,142.02528,70,102,86,22.627417,512.0,0,0,0,0,0,0,0,0,1.0,86,70,102,0,0,0,0,0,0,1,70,1,102,0,0,1,70,7041,0.0,7041,7041,0.0,0.0,0,0
