Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4845:400::,64037,443,6,543014,4,6,808,7257,586,74,202,256.0,2514,74,1209.5,798.875147,14852.287418,18.415731,60334.888889,157927.874037,478393,0,543014,181004.666667,313155.094179,542605,94,484579,96915.8,213266.28687,478393,0,1,1,0,0,240,360,7.366293,11.049439,74,2514,806.5,804.414936,647083.388889,0,0,0,5,10,0,0,0,1.5,806.5,202,1209.5,0,0,0,0,0,0,4,808,6,7257,255,3936,1,74,543014,0.0,543014,543014,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4841:400::,49675,443,6,63609,1,1,75,86,75,75,75,0.0,86,86,86,0.0,2531.088368,31.442092,63609,0.0,63609,63609,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,15.721046,15.721046,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,1045,1,75,63609,0.0,63609,63609,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4846:400::,64036,443,6,150489,1,1,75,86,75,75,75,0.0,86,86,86,0.0,1069.845637,13.290008,150489,0.0,150489,150489,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,6.645004,6.645004,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,14156,1,75,150489,0.0,150489,150489,0.0,0.0,0,0
172.20.10.3,34.54.84.110,63204,443,6,597483,2,3,192,239,99,93,96,4.242641,131,54,79.666667,44.455971,721.359436,8.368439,149370.75,187965.287791,419186,336,551440,551440,0.0,551440,551440,465565,232782.5,263614.357774,419186,46379,1,1,0,0,80,120,3.347376,5.021063,54,131,86.2,32.752099,1072.7,0,0,0,3,5,0,0,0,1.5,86.2,96,79.666667,0,0,0,0,0,0,2,192,3,239,509,1046,2,93,597483,0.0,597483,597483,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4845:400::,49705,443,6,2133923,7,8,2566,7420,586,74,366.571429,273.675512,1294,74,927.5,548.560714,4679.644017,7.029307,152423.071429,216195.073495,609660,0,2133923,355653.833333,331065.175907,865202,177,419266,59895.142857,157952.08898,418096,0,1,1,0,0,420,480,3.280343,3.748964,74,1294,665.733333,516.200469,266462.92381,0,0,0,9,15,0,0,0,1.142857,665.733333,366.571429,927.5,0,0,0,0,0,0,7,2566,8,7420,252,1038,4,74,2133923,0.0,2133923,2133923,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2404:6800:4013:813::bc,52765,5228,6,548562,1,1,75,86,75,75,75,0.0,86,86,86,0.0,293.494628,3.645896,548562,0.0,548562,548562,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,1.822948,1.822948,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,253,1045,1,75,548562,0.0,548562,548562,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4841:400::,49703,443,6,441278,1,1,75,86,75,75,75,0.0,86,86,86,0.0,364.849369,4.53229,441278,0.0,441278,441278,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,2.266145,2.266145,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,252,1046,1,75,441278,0.0,441278,441278,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4860::8888,54736,443,6,0,1,0,75,0,75,75,75,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,0,0,0,75,75,75,0.0,0.0,0,0,0,0,1,0,0,0,0.0,75,75,0.0,0,0,0,0,0,0,1,75,0,0,255,0,1,75,0.0,0.0,0,0,0.0,0.0,0,0
