Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
10.100.16.73,172.237.146.8,54650,80,6,0,1,0,66,0,66,66,66,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,66,66,66,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,1,66,0,0,65535,0,0,66,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,172.233.219.123,65368,80,6,0,1,0,66,0,66,66,66,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,66,66,66,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,1,66,0,0,65535,0,0,66,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,172.237.146.8,63319,80,6,0,1,0,66,0,66,66,66,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,66,66,66,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,1,66,0,0,65535,0,0,66,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,8.8.8.8,54031,53,17,264716,1,2,76,152,76,76,76,0.0,76,76,76,0.0,861.300413,11.3329,132358,187125.910146,264676,40,0,0.0,0.0,0,0,40,40,0.0,40,40,0,0,0,0,28,56,3.777633,7.555267,76,76,76,0.0,0.0,0,0,0,0,0,0,0,0,2.0,76,76,76,0,0,0,0,0,0,1,76,2,152,0,0,1,76,264716,0.0,264716,264716,0.0,0.0,0,0
10.100.16.73,8.8.8.8,53950,53,17,6934,1,1,76,172,76,76,76,0.0,172,172,172,0.0,35765.791751,288.433804,6934,0.0,6934,6934,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,28,144.216902,144.216902,76,172,124,67.882251,4608.0,0,0,0,0,0,0,0,0,1.0,124,76,172,0,0,0,0,0,0,1,76,1,172,0,0,1,76,6934,0.0,6934,6934,0.0,0.0,0,0
10.100.16.73,8.8.8.8,60576,443,17,0,1,0,1292,0,1292,1292,1292,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,28,0,0,0,1292,1292,1292,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1292,1292,0.0,0,0,0,0,0,0,1,1292,0,0,0,0,1,1292,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,8.8.8.8,64535,53,17,233062,2,2,152,152,76,76,76,0.0,76,76,76,0.0,1304.373943,17.162815,77687.333333,134489.126406,232982,40,40,40,0.0,40,40,40,40,0.0,40,40,0,0,0,0,56,56,8.581408,8.581408,76,76,76,0.0,0.0,0,0,0,0,0,0,0,0,1.0,76,76,76,0,0,0,0,0,0,2,152,2,152,0,0,2,76,233062,0.0,233062,233062,0.0,0.0,0,0
10.100.16.73,172.237.146.25,59745,80,6,0,1,0,66,0,66,66,66,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,66,66,66,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,1,66,0,0,65535,0,0,66,0.0,0.0,0,0,0.0,0.0,0,0
10.100.16.73,172.237.146.8,60001,80,6,1001778,3,0,198,0,66,66,66,0.0,0,0,0.0,0.0,197.648581,2.994675,500889,708307.448501,1001738,40,1001778,500889,708307.448501,1001738,40,0,0.0,0.0,0,0,0,0,0,0,156,0,2.994675,0.0,66,66,66,0.0,0.0,0,3,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,3,198,0,0,65535,0,0,66,1001778,0.0,1001778,1001778,0.0,0.0,0,0
10.100.16.73,8.8.8.8,57250,53,17,8436,2,2,152,344,76,76,76,0.0,172,172,172,0.0,58795.637743,474.158369,2812,4800.378839,8355,40,40,40,0.0,40,40,41,41,0.0,41,41,0,0,0,0,56,56,237.079184,237.079184,76,172,124,55.425626,3072.0,0,0,0,0,0,0,0,0,1.0,124,76,172,0,0,0,0,0,0,2,152,2,344,0,0,2,76,8436,0.0,8436,8436,0.0,0.0,0,0
10.100.16.73,172.233.219.78,51190,80,6,1003875,4,0,264,0,66,66,66,0.0,0,0,0.0,0.0,262.980949,3.98456,334625,579517.353425,1003794,40,1003875,334625,579517.353425,1003794,40,0,0.0,0.0,0,0,0,0,0,0,208,0,3.98456,0.0,66,66,66,0.0,0.0,0,4,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,4,264,0,0,65535,0,0,66,1003875,0.0,1003875,1003875,0.0,0.0,0,0
10.100.16.73,8.8.4.4,61605,443,17,40,2,0,2584,0,1292,1292,1292,0.0,0,0,0.0,0.0,64600000.0,50000.0,40,0.0,40,40,40,40,0.0,40,40,0,0.0,0.0,0,0,0,0,0,0,56,0,50000.0,0.0,1292,1292,1292,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1292,1292,0.0,0,0,0,0,0,0,2,2584,0,0,0,0,2,1292,40,0.0,40,40,0.0,0.0,0,0
10.100.16.73,172.233.219.49,52992,80,6,41,2,0,132,0,66,66,66,0.0,0,0,0.0,0.0,3219512.195122,48780.487805,41,0.0,41,41,41,41,0.0,41,41,0,0.0,0.0,0,0,0,0,0,0,104,0,48780.487805,0.0,66,66,66,0.0,0.0,0,2,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,2,132,0,0,65535,0,0,66,41,0.0,41,41,0.0,0.0,0,0
10.100.16.73,172.233.219.123,51911,80,6,40,2,0,132,0,66,66,66,0.0,0,0,0.0,0.0,3300000.0,50000.0,40,0.0,40,40,40,40,0.0,40,40,0,0.0,0.0,0,0,0,0,0,0,104,0,50000.0,0.0,66,66,66,0.0,0.0,0,2,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,2,132,0,0,65535,0,0,66,40,0.0,40,40,0.0,0.0,0,0
