Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
2401:4900:57d0:49f5:5824:a461:f3c3:770,2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,0,0,58,5039791,2,2,164,172,86,78,82,5.656854,86,86,86,0.0,66.669431,0.793684,1679930.333333,2824772.563934,4941201,48,5039791,5039791,0.0,5039791,5039791,4941201,4941201,0.0,4941201,4941201,0,0,0,0,80,80,0.396842,0.396842,78,86,84,4.0,16.0,0,0,0,0,0,0,0,0,1.0,84,82,86,0,0,0,0,0,0,2,164,2,172,0,0,0,78,5039791,0.0,5039791,5039791,0.0,0.0,0,0
172.20.10.3,208.95.112.1,56950,80,6,1074262,6,4,818,507,295,54,136.333333,122.990515,341,54,126.75,142.845779,1233.404886,9.308716,119362.444444,180169.773422,426606,112,1021139,204227.8,210197.106297,426606,211,925304,308434.666667,221226.85154,445841,53235,1,1,0,0,252,164,5.58523,3.723486,54,341,132.5,123.409211,15229.833333,2,2,0,3,9,0,0,0,0.666667,132.5,136.333333,126.75,0,0,0,0,0,0,6,818,4,507,65535,8190,2,54,1074262,0.0,1074262,1074262,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4829:7700::,58049,443,17,3145912,2,2,182,172,91,91,91,0.0,86,86,86,0.0,112.526987,1.271491,1048637.333333,885048.687452,2070511,525791,2620121,2620121,0.0,2620121,2620121,2596302,2596302,0.0,2596302,2596302,0,0,0,0,96,96,0.635746,0.635746,86,91,88.5,2.886751,8.333333,0,0,0,0,0,0,0,0,1.0,88.5,91,86,0,0,0,0,0,0,2,182,2,172,0,0,2,91,3145912,0.0,3145912,3145912,0.0,0.0,0,0
fe80::5e2c:e7df:d5ca:b4f0,fe80::84b1:e4ff:fe31:6264,61675,53,17,5473,1,1,90,134,90,90,90,0.0,134,134,134,0.0,40928.192947,365.430294,5473,0.0,5473,5473,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,48,48,182.715147,182.715147,90,134,112,31.112698,968.0,0,0,0,0,0,0,0,0,1.0,112,90,134,0,0,0,0,0,0,1,90,1,134,0,0,1,90,5473,0.0,5473,5473,0.0,0.0,0,0
172.20.10.3,208.95.112.1,56951,80,6,2823675,6,4,578,508,296,54,96.333333,97.933991,342,54,127,143.345736,384.605169,3.541484,313741.666667,369234.610558,1120138,72,2823675,564735,433145.305529,1120138,3115,2408422,802807.333333,658291.783326,1562894,415745,1,1,0,0,252,164,2.12489,1.416594,54,342,108.6,111.483133,12428.488889,3,2,0,2,9,0,0,0,0.666667,108.6,96.333333,127,0,0,0,0,0,0,6,578,4,508,65535,8190,1,54,2823675,0.0,2823675,2823675,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4846:400::,64036,443,6,22967,1,1,75,86,75,75,75,0.0,86,86,86,0.0,7010.057909,87.081465,22967,0.0,22967,22967,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,43.540732,43.540732,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,14160,1,75,22967,0.0,22967,22967,0.0,0.0,0,0
172.20.10.3,34.54.84.110,53574,443,6,2315197,57,55,5425,78378,909,54,95.175439,110.803256,8986,54,1425.054545,1810.701158,36196.919744,48.376013,20857.630631,97555.368487,847536,0,2077286,37094.392857,155350.377511,1052080,24,2111007,39092.722222,138374.378097,847536,0,1,1,0,0,2872,2212,24.619935,23.756078,54,8986,748.241071,1430.801535,2047193.031451,0,0,0,50,112,0,0,0,0.964912,748.241071,95.175439,1425.054545,0,0,0,0,0,0,57,5425,55,78378,508,995,20,54,2315197,0.0,2315197,2315197,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2600:140f:8a00::17c1:a508,55299,443,6,4184043,4,0,296,0,74,74,74,0.0,0,0,0.0,0.0,70.744971,0.956013,1394681,865197.367569,2345537,653789,4184043,1394681,865197.367569,2345537,653789,0,0.0,0.0,0,0,0,0,0,0,240,0,0.956013,0.0,74,74,74,0.0,0.0,4,0,0,0,4,0,0,0,0.0,74,74,0.0,0,0,0,0,0,0,4,296,0,0,1024,0,0,74,4184043,0.0,4184043,4184043,0.0,0.0,0,0
172.20.10.3,23.12.193.69,64348,443,6,1009278,2,2,108,132,54,54,54,0.0,78,54,66,16.970563,237.79375,3.963229,336426,582586.551602,1009139,0,1009278,1009278,0.0,1009278,1009278,0,0,0.0,0,0,0,1,0,0,80,80,1.981615,1.981615,54,78,60,12.0,144.0,2,0,1,1,4,0,0,0,1.0,60,54,66,0,0,0,0,0,0,2,108,2,132,1024,495,0,54,1009278,0.0,1009278,1009278,0.0,0.0,0,0
2001:4860:4840:400::,2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,443,54907,6,146942,4,3,296,246,74,74,74,0.0,98,74,82,13.856406,3688.530168,47.637844,24490.333333,59742.973069,146440,0,146942,48980.666667,84837.003255,146942,0,400,200,93.338095,266,134,0,1,0,0,240,180,27.221625,20.416219,74,98,77.428571,9.071147,82.285714,2,0,3,1,4,0,0,0,0.75,77.428571,74,82,0,0,0,0,0,0,4,296,3,246,1045,252,0,74,146942,0.0,146942,146942,0.0,0.0,0,0
172.20.10.3,172.217.112.4,54950,443,6,866268,4,4,728,7153,566,54,182,256.0,4254,54,1788.25,1766.076324,9097.646456,9.235017,123752.571429,233794.831624,634390,74,866268,288756,450025.667908,807312,360,640388,213462.666667,364543.100115,634390,390,1,1,0,0,160,160,4.617509,4.617509,54,4254,985.125,1449.815893,2101966.125,0,0,0,4,8,0,0,0,1.0,985.125,182,1788.25,0,0,0,0,0,0,4,728,4,7153,251,9326,1,54,866268,0.0,866268,866268,0.0,0.0,0,0
