Src IP,Dst IP,Src Port,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
172.20.10.3,208.95.112.1,53661,80,6,670627,5,3,555,307,327,54,111,120.859422,195,54,102.333333,80.276605,1285.364293,11.929135,95803.857143,125500.854597,305606,121,670627,167656.75,126225.979921,305807,121,498586,249293,84492.189284,309038,189548,1,1,0,0,212,124,7.455709,4.473426,54,327,107.75,101.035708,10208.214286,2,2,0,2,7,0,0,0,0.6,107.75,111,102.333333,0,0,0,0,0,0,5,555,3,307,65535,8190,1,54,670627,0.0,670627,670627,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53662,80,6,579690,5,3,541,307,313,54,108.2,114.604537,195,54,102.333333,80.276605,1462.850834,13.80048,82812.857143,115541.378228,301191,155,579690,144922.5,122788.810767,301468,1305,278344,139172,7628.267955,144566,133778,1,1,0,0,212,124,8.6253,5.17518,54,313,106,96.724941,9355.714286,2,2,0,2,7,0,0,0,0.6,106,108.2,102.333333,0,0,0,0,0,0,5,541,3,307,65535,8190,1,54,579690,0.0,579690,579690,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53664,80,6,416946,5,3,541,307,313,54,108.2,114.604537,195,54,102.333333,80.276605,2033.836516,19.187137,59563.714286,72793.04328,142618,135,416946,104236.5,68997.732376,142753,829,280376,140188,8712.969758,146349,134027,1,1,0,0,212,124,11.991961,7.195176,54,313,106,96.724941,9355.714286,2,2,0,2,7,0,0,0,0.6,106,108.2,102.333333,0,0,0,0,0,0,5,541,3,307,65535,8190,1,54,416946,0.0,416946,416946,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4845:400::,52122,443,6,65552,1,1,75,86,75,75,75,0.0,86,86,86,0.0,2456.065414,30.510129,65552,0.0,65552,65552,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,15.255065,15.255065,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,9600,1,75,65552,0.0,65552,65552,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53665,80,6,978899,5,3,541,307,313,54,108.2,114.604537,195,54,102.333333,80.276605,866.279361,8.172447,139842.714286,193184.700199,418592,117,978899,244724.75,202009.042335,418709,12488,840251,420125.5,399.515331,420408,419843,1,1,0,0,212,124,5.107779,3.064668,54,313,106,96.724941,9355.714286,2,2,0,2,7,0,0,0,0.6,106,108.2,102.333333,0,0,0,0,0,0,5,541,3,307,65535,8190,1,54,978899,0.0,978899,978899,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53666,80,6,1291054,5,3,536,307,308,54,107.2,112.370815,195,54,102.333333,80.276605,652.954873,6.196488,184436.285714,228959.363527,450350,225,1291054,322763.5,215043.05014,450575,976,875499,437749.5,21756.96855,453134,422365,1,1,0,0,212,124,3.872805,2.323683,54,308,105.375,95.200446,9063.125,2,2,0,2,7,0,0,0,0.6,105.375,107.2,102.333333,0,0,0,0,0,0,5,536,3,307,65535,8190,1,54,1291054,0.0,1291054,1291054,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4842:400::,49808,443,6,195406,1,1,75,86,75,75,75,0.0,86,86,86,0.0,823.92557,10.2351,195406,0.0,195406,195406,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,5.11755,5.11755,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,1031,1,75,195406,0.0,195406,195406,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53667,80,6,1086546,5,3,533,307,305,54,106.6,111.030626,195,54,102.333333,80.276605,773.091981,7.362781,155220.857143,197655.462574,445410,142,1086546,271636.5,191267.63666,445704,1345,640994,320497,44358.222597,351863,289131,1,1,0,0,212,124,4.601738,2.761043,54,305,105,94.289827,8890.571429,2,2,0,2,7,0,0,0,0.6,105,106.6,102.333333,0,0,0,0,0,0,5,533,3,307,65535,8190,1,54,1086546,0.0,1086546,1086546,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53669,80,6,1263078,5,3,534,307,306,54,106.8,111.477352,195,54,102.333333,80.276605,665.833781,6.333734,180439.714286,226023.734026,462873,201,1263078,315769.5,215147.297051,465955,3221,918442,459221,10219.107202,466447,451995,1,1,0,0,212,124,3.958584,2.37515,54,306,105.125,94.593019,8947.839286,2,2,0,2,7,0,0,0,0.6,105.125,106.8,102.333333,0,0,0,0,0,0,5,534,3,307,65535,8190,1,54,1263078,0.0,1263078,1263078,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4843:400::,64028,443,6,423015,1,1,75,86,75,75,75,0.0,86,86,86,0.0,380.601161,4.727965,423015,0.0,423015,423015,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,2.363982,2.363982,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,1045,1,75,423015,0.0,423015,423015,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2404:6800:4013:813::bc,52765,5228,6,659040,1,1,75,86,75,75,75,0.0,86,86,86,0.0,244.294732,3.034717,659040,0.0,659040,659040,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,1.517359,1.517359,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,253,1045,1,75,659040,0.0,659040,659040,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53671,80,6,815394,5,3,541,307,313,54,108.2,114.604537,195,54,102.333333,80.276605,1039.98803,9.811208,116484.857143,167553.570911,442354,151,815394,203848.5,181844.814875,442611,415,372889,186444.5,7884.947717,192020,180869,1,1,0,0,212,124,6.132005,3.679203,54,313,106,96.724941,9355.714286,2,2,0,2,7,0,0,0,0.6,106,108.2,102.333333,0,0,0,0,0,0,5,541,3,307,65535,8190,1,54,815394,0.0,815394,815394,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53672,80,6,534208,5,3,532,307,304,54,106.4,110.583905,195,54,102.333333,80.276605,1570.549299,14.97544,76315.428571,90299.308474,181750,249,534208,133552,80974.164822,181999,12617,370483,185241.5,382.544769,185512,184971,1,1,0,0,212,124,9.35965,5.61579,54,304,104.875,93.986986,8833.553571,2,2,0,2,7,0,0,0,0.6,104.875,106.4,102.333333,0,0,0,0,0,0,5,532,3,307,65535,8190,1,54,534208,0.0,534208,534208,0.0,0.0,0,0
2401:4900:57d0:49f5:38ac:41c6:f1b4:fb31,2001:4860:4846:400::,64036,443,6,249880,1,1,75,86,75,75,75,0.0,86,86,86,0.0,644.309268,8.003842,249880,0.0,249880,249880,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,60,72,4.001921,4.001921,75,86,80.5,7.778175,60.5,0,0,0,0,2,0,0,0,1.0,80.5,75,86,0,0,0,0,0,0,1,75,1,86,255,14160,1,75,249880,0.0,249880,249880,0.0,0.0,0,0
fe80::84b1:e4ff:fe31:6264,fe80::5e2c:e7df:d5ca:b4f0,0,0,58,92,1,1,86,86,86,86,86,0.0,86,86,86,0.0,1869565.217391,21739.130435,92,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,10869.565217,10869.565217,86,86,86,0.0,0.0,0,0,0,0,0,0,0,0,1.0,86,86,86,0,0,0,0,0,0,1,86,1,86,0,0,0,86,92,0.0,92,92,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53673,80,6,364118,4,2,498,253,324,54,124.5,133.120246,195,58,126.5,96.873629,2062.518195,16.478175,72823.6,98756.030293,186359,245,364118,121372.666667,105078.738479,188069,245,186924,186924,0.0,186924,186924,1,1,0,0,172,84,10.98545,5.492725,54,324,125.166667,111.850644,12510.566667,1,2,0,2,5,0,0,0,0.5,125.166667,124.5,126.5,0,0,0,0,0,0,4,498,2,253,65535,8190,1,54,364118,0.0,364118,364118,0.0,0.0,0,0
172.20.10.3,208.95.112.1,53674,80,6,0,1,0,66,0,66,66,66,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,0,0,0,66,66,66,0.0,0.0,0,1,0,0,0,0,0,0,0.0,66,66,0.0,0,0,0,0,0,0,1,66,0,0,65535,0,0,66,0.0,0.0,0,0,0.0,0.0,0,0
